,Account Code,Latitude,Longitude
Surrey and Borders Partnership NHS Foundation Trust,53466891.1,0,0
Suzuki GB PLC,52478862.1,0,0
Ted Baker PLC,56663935.1,0,0
The Fuelcard Company UK Ltd.,5958107.1,0,0
The Pensions Advisory Service,45782435.1,0,0
Thompson Cigar,6138255.1,0,0
Town and Country Markets (Luton) Limited,6750789.1,0,0
US Navy,47445342.1,0,0
VESTEL UK LIMITED,14514546.1,0,0
WESTMINSTER CITY COUNCIL,12010052.1,0,0
Weetabix,47972954.1,0,0
ACROMAS LIMITED,11714467.1,0,0
ALDERMORE BANK PLC,11738943.1,0,0
ARMAJARO HOLDINGS LIMITED,12039769.1,0,0
ASIA RESOURCE MINERALS PLC,3672074.1,0,0
ASSA ABLOY Ltd,44722379.1,0,0
Arena Racing Company,7484633.1,0,0
Ashmore Group PLC,56657312.1,0,0
Ashtead Group Plc,56658791.1,0,0
Ashurst LLP,53793370.1,0,0
BT Fleet Ltd,44728036.1,0,0
Being Guided,51162635.1,0,0
Bell Truck and Van Mercedes-Benz,47294513.1,0,0
Bird & Bird LLP,7521921.1,0,0
Booker Cash & Carry Ltd.,25172553.1,0,0
Bosch UK,45600173.1,0,0
CAPARO PLC,12036733.1,0,0
CARDALE GARAGE DOORS LIMITED,45030780.1,0,0
CELSA (UK) HOLDINGS LIMITED,14498853.1,0,0
COLEBROOK & BURGESS LIMITED,13235249.1,0,0
CYGNET HEALTH CARE LIMITED,13072164.1,0,0
Clancy Docwra Limited,25370244.1,0,0
Clifford Chance Llp,44768961.1,0,0
Cloudreach GmbH,15955187.1,0,0
Coface UK Services Limited,10171642.1,0,0
Croxsons,48424940.1,0,0
Dalziel Limited,2800574.1,0,0
Diptyque,54986229.1,0,0
Dynamic-Materials Group Ltd.,44793729.1,0,0
E.ON ENERGY SOLUTIONS LIMITED,14058657.1,0,0
ELEMENTIS PLC,12976680.1,0,0
ELEVATE,45601415.1,0,0
ESSELTE LIMITED,44629483.1,0,0
ETHIGEN LIMITED,44645988.1,0,0
Exceedra Limited,6846778.1,0,0
FOYLE FOOD GROUP LIMITED,12011853.1,0,0
Gerber Juice Company Ltd.,9314329.1,0,0
Glory Global Solutions (International) Limited,6660247.1,0,0
Health Research Authority,7205583.1,0,0
Hiscox Home Insurance,7146191.1,0,0
Horniman Museum and Gardens,7172839.1,0,0
INDEPENDENT TELEVISION NEWS LIMITED,11735986.1,0,0
INSE GROUP S A S,52741384.1,0,0
John Swire & Sons Limited,44556591.1,0,0
Johnston Sweepers Limited,7117386.1,0,0
KARTESIA ADVISOR LLP,3345245.1,0,0
KINGSLAND DRINKS LIMITED,14222264.1,0,0
LEBARA LIMITED,11982151.1,0,0
LINDEN FOODS LIMITED,55110970.1,0,0
Lloyds Banking Group,54483120.1,0,0
London & Cambridge Properties Ltd.,9670924.1,0,0
MANCHESTER METROPOLITAN UNIVERSITY,12006962.1,0,0
MCLAREN CONSTRUCTION GROUP PLC,12887421.1,0,0
Metroline Limited,6616139.1,0,0
Mix Telematics,11835162.1,0,0
Mothercare PLC,56660578.1,0,0
NATIONAL TYRE SERVICE LIMITED,11948062.1,0,0
NORTHERN RAILWAY,14354681.1,0,0
NWF Group PLC,53825443.1,0,0
National Gallery Company Ltd,45217512.1,0,0
National Physical Laboratory,7543413.1,0,0
Nestlé UK Ltd.,6710227.1,0,0
North Tyneside Council,12024169.1,0,0
OLIVER WIGHT EAME LLP,13238474.1,0,0
OPUS ENERGY (CORPORATE) LIMITED,14537463.1,0,0
Oakbrook Finance,46635504.1,0,0
Odey Wealth,51184535.1,0,0
Ornua Foods UK Ltd,46408416.1,0,0
P D S A,11912156.1,0,0
P&O Ferries Limited,53442960.1,0,0
Personnel Hygiene Services Ltd.,25746790.1,0,0
Polygon Ltd.,44857206.1,0,0
QA LIMITED,13970995.1,0,0
QDOS ENTERTAINMENT LIMITED,14897022.1,0,0
RAPP LTD,25336297.1,0,0
RINGWAY JACOBS LIMITED,12901283.1,0,0
RONTEC LTD,11933012.1,0,0
RealD,47439949.1,0,0
Sanofi UK,10194757.1,0,0
Schneider Electric (UK) Limited,30418547.1,0,0
Selfridges & Co. Limited,54613152.1,0,0
SolarWinds MSP,51666043.1,0,0
T. C. HARRISON GROUP LIMITED,15836321.1,0,0
TDX Group Limited,7215514.1,0,0
The Deltic Group Limited,44728381.1,0,0
Thunderhead Ltd.,53455716.1,0,0
Turnbull & Asser Limited,25964913.1,0,0
Two Sigma,55678636.1,0,0
Unipart Rail Limited,7109717.1,0,0
Vision Express,46112506.1,0,0
Vivo Energy PLC,56659816.1,0,0
WHITE STUFF LIMITED,13953102.1,0,0
Waterstones,53448673.1,0,0
Waterstons Limited,6777662.1,0,0
Wedgwood,55064909.1,0,0
Wentworth,12023030.1,0,0
Worldwide Fruit Limited,7190692.1,0,0
Wrightbus,8725235.1,0,0
ZappiStore Limited,24527504.1,0,0
iQ Student Accommodation,54597725.1,0,0
rbs group t a direct line group,9297265.1,0,0
ABN AMRO COMMERCIAL FINANCE PLC,13086250.1,0,0
AGEAS RETAIL LIMITED,11998889.1,0,0
ALLOGA UK LIMITED,13671103.1,0,0
ALZHEIMER'S SOCIETY,13051672.1,0,0
AMG SUPERALLOYS UK LIMITED,11694221.1,0,0
ATS Euromaster Limited,53794506.1,0,0
AUSTIN REED LIMITED,11767695.1,0,0
AVIAGEN TURKEYS LIMITED,50292798.1,0,0
AVIOS S.A.,53219637.1,0,0
Advanced,46999977.1,0,0
Assura PLC,56661957.1,0,0
B.W.O.C. LIMITED,14050382.1,0,0
BETFRED LIMITED,14516943.1,0,0
BODEN HOLDINGS PTY LTD,14583553.1,0,0
BOULTING GROUP LIMITED,14889264.1,0,0
BRAMBLE HUB LIMITED,11973806.1,0,0
BRISTOL AIRPORT LIMITED,15854360.1,0,0
BT Group,54483056.1,0,0
Barbican Insurance Group,45515107.1,0,0
Bath & North East Somerset Council,11991622.1,0,0
Bradford Council,24835039.1,0,0
Brompton Bicycle Ltd.,25853438.1,0,0
CHAIN REACTION CYCLES LTD,12011114.1,0,0
Cafcass,11906232.1,0,0
Centrica,54482997.1,0,0
Citroen,7224326.1,0,0
Currencies Direct Ltd,25346569.1,0,0
CyT UK,6600505.1,0,0
DMG MEDIA LIMITED,12912389.1,0,0
DW Sports,5205591.1,0,0
Den Hartogh Logistics GmbH,16024904.1,0,0
Diageo Plc,56664431.1,0,0
Dmg Mori AG,56679870.1,0,0
"EQUITABLE LIFE ASSURANCE SOCIETY,(THE)",15821270.1,0,0
Edge Hill University,7507624.1,0,0
Element Materials Technology Ltd.,44814899.1,0,0
Endeavour Mining Corp,56658811.1,0,0
Estuary Oils,9016392.1,0,0
FUNDING CIRCLE LTD,11741630.1,0,0
Go-Ahead London Limited,7873643.1,0,0
HERBERT SMITH LIMITED,12891767.1,0,0
"HIGHBRIDGE CAPITAL MANAGEMENT (UK), LTD.",14260581.1,0,0
HOZELOCK LIMITED,11848172.1,0,0
Hammerson PLC,56675339.1,0,0
Helios Towers,55626358.1,0,0
Hilton Food Group PLC,56664375.1,0,0
Hochschild Mining PLC,56665632.1,0,0
Human Tissue Authority,47211151.1,0,0
IKAS INTERNATIONAL LIMITED,14535362.1,0,0
INRIX,47866988.1,0,0
ISLE OF WIGHT FUELS LIMITED,11937485.1,0,0
ITE Group PLC,56659076.1,0,0
ITRS GROUP LIMITED,14165065.1,0,0
Imagination,47676614.1,0,0
Immunocore Limited,7207428.1,0,0
JD Sports,46549486.1,0,0
Join The Dots,11706737.1,0,0
LORD & MIDGLEY LIMITED,15820931.1,0,0
LOTUS LIMITED,15852064.1,0,0
Liberty Specialty Markets,45619702.1,0,0
Lily's Kitchen Limited,44807487.1,0,0
M&C SAATCHI PLC,14532770.1,0,0
MANSELL CONSTRUCTION SERVICES PLC,20315501.1,0,0
MARTIN BAKER LTD,53630861.1,0,0
MISCO UK LIMITED,13947925.1,0,0
MURCO PETROLEUM LIMITED,11694718.1,0,0
MacAndrews,25967448.1,0,0
Madison,7365257.1,0,0
Majestic Wine PLC,56671370.1,0,0
Mecca Bingo Limited,8088264.1,0,0
Mullen Lowe Group Limited,44832632.1,0,0
NATS LIMITED,13929675.1,0,0
NOBLE FOODS LIMITED,12012955.1,0,0
NOM [UK] LTD,14261537.1,0,0
NORTEL NETWORKS UK LTD.,12927950.1,0,0
Nisa Retail Limited,7181146.1,0,0
OfficeTeam Limited,44830360.1,0,0
Ophir Energy PLC,56676287.1,0,0
Oxford Radcliffe Hospitals NHS Trust,8678968.1,0,0
PREMIUM CREDIT LIMITED,15846641.1,0,0
PYROGUARD LTD,11975388.1,0,0
Pentagon Group,11985956.1,0,0
Questus Solutions,46367520.1,0,0
Rafmuseum,46797365.1,0,0
Receipt Bank Limited,44772687.1,0,0
Renault Retail Group UK Ltd.,361757.1,0,0
RunTech,6823385.1,0,0
SIG Roofing,29779272.1,0,0
SOUTHERN WATER LIMITED,12055184.1,0,0
Screwfix,53470659.1,0,0
Secure Trade Ltd,50738799.1,0,0
Smiths Group PLC,56742642.1,0,0
THAMES WATER LIMITED,12054649.1,0,0
THE VANQUISH GROUP LTD,55743301.1,0,0
Tesco,54483117.1,0,0
Torm PLC,56677498.1,0,0
UNITED INSURANCE BROKERS LIMITED,15849842.1,0,0
Unison,9814842.1,0,0
VOLKERWESSELS UK LIMITED,11990426.1,0,0
Vector Improvements,48974658.1,0,0
Vita Cellular Foams (UK) Ltd.,9293874.1,0,0
WESTBRIDGE FOODS LIMITED,14041166.1,0,0
WaverleyTBS,46219033.1,0,0
Wildlife Trust,13981779.1,0,0
Willmott Dixon,46777356.1,0,0
3D Laser Mapping,7358337.1,0,0
A-PLAN LIMITED,14031677.1,0,0
ASG & Partners,48114894.1,0,0
Aveva Group Plc,14536094.1,0,0
Abbott Diabetes Care Limited,65892.1,0,0
Alliance Trust PLC,56652209.1,0,0
Arnold Laver & Co Ltd.,44828586.1,0,0
Azlan Group Limited,44789222.1,0,0
Azuruw,16538501.1,0,0
BONEHAM & TURNER LIMITED,11934585.1,0,0
BRETT AGGREGATES LIMITED,11844454.1,0,0
"BT Global Services, Ltd.",53458941.1,0,0
Bear,44757343.1,0,0
Brookes Supply Chain Solutions,47823613.1,0,0
CHAPMAN FREEBORN HOLDINGS LIMITED,11737415.1,0,0
CLDN RO-RO AGENCIES LIMITED,15833496.1,0,0
CNH Industrial NV,56661233.1,0,0
Cambria Automobiles PLC,56658798.1,0,0
Chestertons,45566752.1,0,0
Clarion Housing Group,45515507.1,0,0
Colart,47502095.1,0,0
ContourGlobal PLC,56652442.1,0,0
Cote Restaurants Limited,44825947.1,0,0
Culham Studio,6964442.1,0,0
DAIRY CREST LIMITED,15855267.1,0,0
ENERMECH PTY LIMITED,14802763.1,0,0
EUROMONITOR INTERNATIONAL LIMITED,11735315.1,0,0
East End Foods plc,44839505.1,0,0
Esh Group,11822501.1,0,0
FARADAY HOLDINGS LIMITED,14874311.1,0,0
FLIGHT CENTRE (UK) LIMITED,14536237.1,0,0
FRANK RECRUITMENT GROUP PTY LTD,14630401.1,0,0
GLYN HOPKIN LIMITED,12890702.1,0,0
GROSVENOR CASINOS LIMITED,11998618.1,0,0
Gemfields Plc,45490471.1,0,0
HARVEYS FURNITURE LIMITED,15819125.1,0,0
HEREFORDSHIRE COUNCIL,12011543.1,0,0
HERMES PARCELNET LIMITED,12064754.1,0,0
HEYGATE ANIMAL FEEDS LIMITED,13000104.1,0,0
HT & CO (DRINKS) LIMITED,15839312.1,0,0
Hill & Smith Holdings PLC,47305123.1,0,0
Home Bargains,27219051.1,0,0
Hydralok and Wells Valves,47800468.1,0,0
Ikano Pte Ltd,14301792.1,0,0
IMPELLAM GROUP PLC,11722119.1,0,0
IMPORT CHILE S A S,52827641.1,0,0
Icopal Limited,7610051.1,0,0
Integral UK Ltd,6954008.1,0,0
Joseph Rowntree Foundation,12044194.1,0,0
Just Eat PLC,56674397.1,0,0
Kinetik,52139638.1,0,0
LDC,55526801.1,0,0
LEEDS BUILDING SOCIETY,11778473.1,0,0
LUCOZADE RIBENA SUNTORY LIMITED,44617263.1,0,0
London Borough of Harrow,31048025.1,0,0
London Borough of Richmond upon Thames,46770579.1,0,0
M&G Financial Services Limited,6188702.1,0,0
MARKS AND SPENCER GROUP P.L.C.,11980246.1,0,0
MEADOW FOODS LIMITED,12887160.1,0,0
Mears Group Plc,56652592.1,0,0
Mobile Home Insurance Service,11793696.1,0,0
NEW WAY INTERNATIONAL LTD,14517034.1,0,0
NOTTINGHAMSHIRE COUNTY COUNCIL,12000323.1,0,0
OPTOMA CORPORATION,14318493.1,0,0
Ofgem,25876695.1,0,0
Ofwat,45311635.1,0,0
Optima Partners,563292.1,0,0
Osborne,46369029.1,0,0
PC WORLD LTD,44584827.1,0,0
PORK FARMS LIMITED,14329253.1,0,0
Pandrol Limited,53455970.1,0,0
Parasol Limited,7239026.1,0,0
Places,7168820.1,0,0
Powervault Ltd.,9980904.1,0,0
RBC Investor & Treasury Services,53438720.1,0,0
RISCLARION,53600650.1,0,0
Registers of Scotland,45367922.1,0,0
Retail Brands Ltd,4276927.1,0,0
Rothesay Life,48795863.1,0,0
ST ALBANS SCHOOL,13232587.1,0,0
Sanden International Europe LTD,9322985.1,0,0
Santa Maria BV,46810082.1,0,0
Science Group PLC,53826723.1,0,0
Servelec Group PLC,53807669.1,0,0
South Central Ambulance Service NHS Foundation Trust,45857878.1,0,0
St Ives,3275783.1,0,0
Tarmac Trading Limited,11790494.1,0,0
TalkTalk Business,53475834.1,0,0
Telegraph,8691466.1,0,0
Thames Tideway Tunnel Ltd,8129495.1,0,0
Thames Water Commercial Services,28576506.1,0,0
The Brand Union Ltd.,53410146.1,0,0
Tk Maxx,15657188.1,0,0
Transport For Greater Manchester,12025158.1,0,0
Trifast PLC,56665868.1,0,0
Trinity House,7596452.1,0,0
Vectura Group PLC,56662274.1,0,0
WILLIAMS LEA LIMITED,13058825.1,0,0
Westminster Wealth Management,7522006.1,0,0
Yorkshire Building Society,11719061.1,0,0
Zephyrus Partners Limited,44806963.1,0,0
2 SISTERS FOOD GROUP LIMITED,12908648.1,0,0
AB WORLD FOODS PTY LTD,14602713.1,0,0
ACTAVIS UK LIMITED,11841121.1,0,0
ADECCO UK LIMITED,11719493.1,0,0
ASTON CARTER LIMITED,12978387.1,0,0
ATCORE Technology Ltd.,44736846.1,0,0
Access Systems (UK) Limited,6038994.1,0,0
Agent Provocateur Limited,25842146.1,0,0
Ascot Underwriting Ltd.,3642755.1,0,0
Attewell Ltd.,44798192.1,0,0
BAXI HEATING UK LIMITED,12061858.1,0,0
BBI GROUP PTY LTD,14578501.1,0,0
BENOY LIMITED,12888400.1,0,0
BRIGHTHOUSE GROUP PLC,14915782.1,0,0
BTG PLC,56668050.1,0,0
Bowmer & Kirkland Limited,7529013.1,0,0
BrewDog,25817036.1,0,0
CLAAS UK Ltd,44863450.1,0,0
COUNTY MILK PRODUCTS LIMITED,14164798.1,0,0
CROSSRAIL LIMITED,11977955.1,0,0
Cardif Pinnacle,45339931.1,0,0
Carter Murray,1994318.1,0,0
Cefas,26335902.1,0,0
Complete Cover Group,48360016.1,0,0
Countryside Properties Plc,56662375.1,0,0
DAY'S MOTOR GROUP LIMITED,14049889.1,0,0
DYSON LIMITED,14872920.1,0,0
Dune,7435166.1,0,0
EFT Group Ltd,51737147.1,0,0
Ebbsfleet Development Corporation,47064729.1,0,0
Ed Broking LLP,25868800.1,0,0
Ekistics Property Advisors LLP,3833050.1,0,0
Enrichment Technology Company Limited,9896453.1,0,0
Enterprise Flex-E-Rent,47201853.1,0,0
Errigal Contracts Ltd.,24645640.1,0,0
FCE BANK PLC,11724041.1,0,0
FEEDCO LTD,44530082.1,0,0
FREETHS LLP,14514593.1,0,0
FRONTIER AGRICULTURE LIMITED,14470498.1,0,0
Farmers Boy,44360719.1,0,0
GROSVENOR LIMITED,14164942.1,0,0
Glaxosmithkline,54482860.1,0,0
Gradient Limited,50435746.1,0,0
Guinness World Records Ltd.,44830250.1,0,0
HASTINGS DIRECT LIMITED,14049206.1,0,0
HOME DECOR GB LIMITED,14469469.1,0,0
HOSTS INTERNATIONAL LIMITED,44666367.1,0,0
HSS Hire,53457060.1,0,0
Highland Distillers,44337702.1,0,0
Hubbub Fundraising,47258386.1,0,0
Huntingdonshire District Council,12041084.1,0,0
IORMA,48568568.1,0,0
Iceland,8388030.1,0,0
Inside Marketing,51018344.1,0,0
Inspace,4976119.1,0,0
Isango8,51573877.1,0,0
KINGSWAY HALL HOTEL LIMITED,11981854.1,0,0
Kentucky Fried Chicken ( Great Britain ) Limited,25159044.1,0,0
King,53461490.1,0,0
LINDSELL TRAIN LIMITED,3000281.1,0,0
LIVE PTY LTD,14558572.1,0,0
LLOYD'S REGISTER LIMITED,14026946.1,0,0
LSL PROPERTY SERVICES PLC,14531916.1,0,0
Liberty House Limited,25682938.1,0,0
Life Line Screening,46399831.1,0,0
Linden Homes,45074624.1,0,0
London Luton Airport,384237.1,0,0
MANCHESTER AIRPORT PLC,15843180.1,0,0
MOUNT ANVIL LIMITED,14881494.1,0,0
MandM Direct,52494962.1,0,0
Mansell & Co LLP,26070376.1,0,0
McLaughlin & Harvey Ltd,7097609.1,0,0
N2O Limited,46656904.1,0,0
NHS Property Services Ltd.,7282033.1,0,0
NIG WHOLESALE PTY LTD,14790787.1,0,0
News Group Newspapers Limited,7323861.1,0,0
News UK,25404395.1,0,0
North Asset Management,27261853.1,0,0
Ocado Group Plc,56661740.1,0,0
Optos plc,44788590.1,0,0
Perkbox,46801056.1,0,0
Port Technology International,7617637.1,0,0
Port of Milford Haven,7330366.1,0,0
Porterbrook,47393495.1,0,0
Pulse Comms,49994545.1,0,0
RATHBONE UNIT TRUST MANAGEMENT LIMITED,13967710.1,0,0
REED STAFFING SERVICES LIMITED,15822181.1,0,0
Rathbones,6261981.1,0,0
Reckitt Benckiser Healthcare International Ltd,44811400.1,0,0
"Royal Holloway, University of London",25875937.1,0,0
S H S SALES & MARKETING LIMITED,55094527.1,0,0
Saint Gobain Pam,15761959.1,0,0
SHINE TV LIMITED,11742001.1,0,0
SMC Suzuki,2496329.1,0,0
Saint-Gobain Limited,9781642.1,0,0
Sentinel,7317614.1,0,0
South Staffs Water,52032787.1,0,0
Stagecoach (North West) Limited,44353240.1,0,0
Sun Life Assurance Company of Canada (U.K.) Limited,9248484.1,0,0
Sureserve Group PLC,56652079.1,0,0
THE CHARTERED INSTITUTE OF MARKETING,13225557.1,0,0
TelePart Discount Distribution GmbH,16014560.1,0,0
Tempting Ventures,49581403.1,0,0
The City of Edinburgh Council,8602647.1,0,0
The Royal Mint,12002525.1,0,0
The Wallace Collection,30523981.1,0,0
UBM PLC,53818514.1,0,0
ULTRA ELECTRONICS LIMITED,12012803.1,0,0
UNATRAC LIMITED,14059652.1,0,0
Unilever,54482834.1,0,0
University Hospitals of Leicester NHS Trust,52474346.1,0,0
University of Oxford,25974654.1,0,0
"VANGUARD INVESTMENTS UK, LIMITED",11977901.1,0,0
Vanquis Bank Limited,14848479.1,0,0
Victrex Plc,56661131.1,0,0
Volex PLC,56694849.1,0,0
Volkswagen Financial Services (UK) Limited,3459268.1,0,0
WILLIAM DAVIS LIMITED,11934282.1,0,0
Easyjet Plc,56689467.1,0,0
pladis Global,46351978.1,0,0
ADATA Global,7517803.1,0,0
ADELIE FOODS LIMITED,11981551.1,0,0
AMTRUST AT LLOYD'S LIMITED,14902262.1,0,0
ANTA LIMITED,14521387.1,0,0
ATLAS CAPITAL LIMITED,48155133.1,0,0
Affinity Workforce,46317621.1,0,0
Angel Trains Limited,53795212.1,0,0
Ann Summers Ltd.,44820460.1,0,0
Arrow ECS United Kingdom,9338309.1,0,0
BCA Marketplace plc,55403159.1,0,0
BOURNEMOUTH UNIVERSITY,12019118.1,0,0
BRANDS2LIFE LIMITED,12065599.1,0,0
Beatson West of Scotland Cancer Centre,7236843.1,0,0
Beaufort Underwriting Agency Limited,3563647.1,0,0
Belvoir Fruit Farms Ltd.,7183267.1,0,0
Bouygues (UK) Ltd.,7401403.1,0,0
British Sugar plc,53446081.1,0,0
Brittany Ferries,29694932.1,0,0
CARPETRIGHT PLC,13948825.1,0,0
CCLA INVESTMENT MANAGEMENT LIMITED,13074846.1,0,0
CDP WORLDWIDE,14525094.1,0,0
"CHA Consulting, Inc.",49844067.1,0,0
Casual Dining Group Ltd.,25892771.1,0,0
Charles Taylor PLC,56660007.1,0,0
Concentrix Ltd.,6115817.1,0,0
DELION LTD,44535396.1,0,0
Data Technology,47905919.1,0,0
EBRD,45045970.1,0,0
ENGINEERING CONSTRUCTION INDUSTRY TRAINING BOARD,13228578.1,0,0
Edwards,7592581.1,0,0
FBN BANK (UK) LIMITED,13237660.1,0,0
Fenwick Limited,53424408.1,0,0
Forza AW Ltd,44729332.1,0,0
GARDLINE SHIPPING LIMITED,11950283.1,0,0
Gattaca PLC,53827559.1,0,0
GRAINGER PLC,56659583.1,0,0
HAIN LIFESCIENCE GmbH,12846945.1,0,0
HALEWOOD INTERNATIONAL LIMITED,12064385.1,0,0
HM Treasury,49437865.1,0,0
HSBC Global Banking and Markets,44930188.1,0,0
Hackney,6694374.1,0,0
Hain Daniels Group,4283390.1,0,0
High Speed Two (HS2) Ltd,46479511.1,0,0
Hobsons PLC,25849448.1,0,0
Homebase Limited,25973909.1,0,0
House Of Fabrics,30271422.1,0,0
Huntsworth PLC,56652903.1,0,0
I2O WATER LTD,12904319.1,0,0
Inland Homes PLC,53817260.1,0,0
Intelligent Solutions,1055883.1,0,0
J & B HOPKINS LIMITED,15814361.1,0,0
J.W. Filshill Ltd.,8574107.1,0,0
LINTON FUEL OILS LIMITED,50411178.1,0,0
Legal Services Board,6913307.1,0,0
Lely,7413998.1,0,0
M&Co,7170084.1,0,0
MCM Fashion,8573899.1,0,0
MNC Ltd,4790945.1,0,0
MOSS BROS,11844330.1,0,0
Merc Aerospace,51685435.1,0,0
N Brown Group PLC,53814689.1,0,0
Novae Group PLC,53819240.1,0,0
PHOTO-ME INTERNATIONAL PLC,7226876.1,0,0
PURE COLLECTION LIMITED,14260813.1,0,0
Paragon Group Limited,25825442.1,0,0
Parr,14028753.1,0,0
Plastipak Europe,45362998.1,0,0
Pool Reinsurance Company Limited,3554967.1,0,0
RYBROOK LIMITED,14901340.1,0,0
Randstad UK,46421322.1,0,0
Real Science Communications,46295759.1,0,0
Royal Navy Submarine Museum,28523344.1,0,0
SOUTH EAST WATER LIMITED,14879352.1,0,0
STOBART GROUP LTD,11891191.1,0,0
SUCDEN FINANCIAL LIMITED,11724344.1,0,0
Scottish Power Uk Plc,25362332.1,0,0
Simon Hegele Gesellschaft für Logistik und Service mbH,16026559.1,0,0
"Sunwin Services Group, Limited",5993375.1,0,0
TERRA FIRMA CAPITAL PARTNERS LIMITED,11978420.1,0,0
Target Group Limited,7574215.1,0,0
The Billington Group,6273843.1,0,0
The National Gallery,31399643.1,0,0
Think Ford,13012383.1,0,0
Transoil,11792730.1,0,0
UK Export Finance,45288406.1,0,0
University of Bedfordshire,8689591.1,0,0
VOCALINK LIMITED,11953088.1,0,0
Venn Group Ltd.,6976700.1,0,0
WEETABIX LIMITED,11947715.1,0,0
WILD Flavors GmbH,13874651.1,0,0
WINGAS UK LIMITED,14527600.1,0,0
Weir Group PLC,56671376.1,0,0
Zuehlke GmbH,15998317.1,0,0
africapractice,46649400.1,0,0
rethink,45866204.1,0,0
ACAS,14051279.1,0,0
APAX PARTNERS LLP,14497173.1,0,0
AQUALIS PTY LTD,14662843.1,0,0
Accent Group Limited,6123301.1,0,0
ActiveViam,45329707.1,0,0
Allianz Insurance,46922462.1,0,0
Asta Capital Limited,44756075.1,0,0
BERRY GARDENS LIMITED,15834103.1,0,0
BERRYWORLD LIMITED,14163843.1,0,0
BYRNE GROUP P.L.C.,12009075.1,0,0
Bedfordshire Clinical Commissioning Group,51827074.1,0,0
Black Sheep Coffee,4130120.1,0,0
Brewers,7177309.1,0,0
Bristol Street Motors,43463012.1,0,0
British Waterways,53781278.1,0,0
CENTRALNIC LIMITED,14523004.1,0,0
CHARLES RIVER DEVELOPMENT LIMITED,12065794.1,0,0
CIMA,7142910.1,0,0
COCA-COLA ENTERPRISES GREAT BRITAIN LIMITED,13671643.1,0,0
CROUDACE HOMES GROUP LIMITED,13229989.1,0,0
Cafedirect,46736698.1,0,0
Camelot,49703391.1,0,0
Chemring Group PLC,56668244.1,0,0
Chime Communications Limited,45469397.1,0,0
Chirp.io,46870889.1,0,0
Churchill Frank International,46222921.1,0,0
Cimandis,11726056.1,0,0
Cowan & Co,11986080.1,0,0
Cyient Ltd,56661579.1,0,0
DAC BEACHCROFT LLP,12910170.1,0,0
DICK LOVETT (SPECIALIST CARS) LIMITED,14851287.1,0,0
Dorset Village Bakery Ltd.,44842902.1,0,0
Drax Group Plc,56658807.1,0,0
Dunelm,46239206.1,0,0
ELIOR UK PLC,11725377.1,0,0
ENVIRONMENTAL RESOURCES MANAGEMENT LIMITED,11998276.1,0,0
Eskigel S.r.l.,16459389.1,0,0
F D L,15724238.1,0,0
FEXCO LIMITED,15843507.1,0,0
FatFace,49001012.1,0,0
Freedom Group,46412063.1,0,0
GREENVALE AP LIMITED,13670278.1,0,0
Genus,6502466.1,0,0
HUDSON CONTRACT SERVICES LIMITED,13000281.1,0,0
Hanover Acceptances Limited,1341337.1,0,0
Harvey Nash Group PLC,7485543.1,0,0
Headlam Group PLC,56678369.1,0,0
Henderson Group Ltd,7237707.1,0,0
"Hyde Group, Inc.",52591097.1,0,0
Inland Revenue,44352533.1,0,0
InterContinental Hotels Group PLC,56709870.1,0,0
Investment Solutions Wealth Management Limited,5300425.1,0,0
JOULES LIMITED,14531075.1,0,0
JVM Equipment Ltd.,44846928.1,0,0
James Villa Holidays Ltd.,8630560.1,0,0
Jones Engineering,1251013.1,0,0
KEEPMOAT LIMITED,15845233.1,0,0
LINK Scheme Ltd,45584021.1,0,0
Lincolnshire Partnership NHS Foundation Trust (LPFT NHS),50064833.1,0,0
Lost My Name,49791351.1,0,0
MORRISON UTILITY SERVICES LIMITED,14496343.1,0,0
Michael Kors,6715117.1,0,0
Mondi,9756043.1,0,0
NORTHUMBRIAN WATER GROUP LIMITED,14514243.1,0,0
Navy News,6731958.1,0,0
Nevada,45727673.1,0,0
Olympus KeyMed Group Ltd,2419929.1,0,0
Partnership,45041355.1,0,0
PegasusLife Limited,102817.1,0,0
Playstation,11815370.1,0,0
REaD Group Ltd,45067309.1,0,0
RICHMOND HOUSING PARTNERSHIP LIMITED,12039222.1,0,0
Robert Walters Plc,56666090.1,0,0
Rolls-Royce Motor Cars Limited,53411465.1,0,0
SOPHOS LIMITED,15855526.1,0,0
ScS - Sofa Carpet Specialist,50710564.1,0,0
Searches UK Limited,44762670.1,0,0
Smyths,55060196.1,0,0
Swale Borough Council,12069393.1,0,0
TALKTALK GROUP LIMITED,11723266.1,0,0
THE DMW GROUP LIMITED,13969333.1,0,0
Tag Worldwide Group Limited,6968201.1,0,0
Taylor Cocks,11984388.1,0,0
The Mid Yorkshire Hospitals NHS Trust,44748414.1,0,0
Thomsons Online Benefits Limited,53448262.1,0,0
Timico,45328081.1,0,0
Toolstation Limited,25974564.1,0,0
Transalis Ltd,211035.1,0,0
Transport,8307059.1,0,0
U and I Group PLC,53821980.1,0,0
UK MAIL LIMITED,11883203.1,0,0
UKDN Waterflow Limited,6957677.1,0,0
VISA EUROPE LIMITED,14534077.1,0,0
Vauxhall,11753379.1,0,0
WE BUY ANY CAR LIMITED,12910888.1,0,0
Warren Bestobell,11701606.1,0,0
Wesleyan,49680059.1,0,0
Williams Motor Co (Holdings) Ltd.,1772922.1,0,0
